English,Portuguese
He put his money in the bag.,Colocou seu dinheiro na bolsa.
We need to get there early to bag a seat in the front row.,Precisamos chegar lá cedo para garantir um assento na primeira fila.
Don't touch my bag.,Não toque a minha bolsa.
How much does this bag cost?,Quanto custa essa bolsa?
I do not have anything in my bag.,Não tenho nada na bolsa.
My room looks like a mess.,Meu quarto está uma bagunça.
They fucked all night long.,Eles foderam a noite toda.
My neighbours have already explained to me who Björk is.,Meus vizinhos já me explicaram quem é Björk.
We were obliged to abandon our plan.,Fomos obrigados a abandonar o nosso plano.
Don't you believe it is strange that I should live alone?,Você não acha estranho que eu deva viver sozinho?
Do you jack it off often?,Você bate muita punheta?
I don't give a fuck.,Eu não estou nem aí.
"To survive in a hostile environment, one must be able to improvise and be tenacious.","Para sobreviver em um ambiente hostil, é preciso saber improvisar e ser tenaz."
"Philosophy teaches us to feel uncertain about the things that seem to us self-evident. Propaganda, on the other hand, teaches us to accept as self-evident matters about which it would be reasonable to suspend our judgment or to feel doubt.","A filosofia nos ensina a desconfiar das coisas que nos parecem ser óbvias. A propaganda, por outro lado, ensina-nos a aceitar como óbvias questões sobre as quais seria sensato evitar julgamentos ou duvidar."
"Please take it easy, we will help you.","Por favor, acalme-se. Nós o ajudaremos."
I ate a quarter of the cake.,Comi um quarto do bolo.
I've never had Chinese food.,Nunca experimentei comida chinesa.
"Come, Emilia! Your father is waiting for you.","Venha, Emília. Teu pai te espera."
Rest in peace.,Descanse em paz.
Did you ever have the symptoms which have just been described?,Você já teve os sintomas que acabaram de ser descritos?
Idiot!,Idiota!
Bangkok is the capital of Thailand.,Bangkok é a capital da Tailândia.
She was born lucky.,Ela nasceu sortuda.
I need a knife.,Preciso de uma faca.
He continued walking for a while.,Ele continuou a caminhar por um momento.
No one will hold us back.,Ninguém vai nos atrasar.
"He who knows does not speak, he who speaks does not know.",Quem sabe não fala. Quem fala não sabe.
Thou shalt not kill.,Não matarás.
I have the simplest tastes. I am always satisfied with the best.,Sou uma pessoa de gosto extremamente simples. O melhor sempre me satisfaz.
Do you need money?,Você precisa de dinheiro?
I can resist everything except temptation.,"Posso resistir a tudo, menos à tentação."
It's very hot today.,Hoje faz muito calor.
It will be spring soon.,Logo será primavera.
I'm not afraid.,Não tenho medo.
"The difference between a lady and a flower girl is not how she behaves, but how she is treated.","O que distingue uma dama de uma florista não é a maneira como cada uma se comporta, mas o modo como é tratada."
There are some songs from Scotland.,Há algumas canções da Escócia.
Please tell me how to get to the bank.,Por favor me diga como chegar ao banco.
This bird is a wagtail.,Este pássaro é uma alvéola.
Fool!,Tonto!
Yolks are yellow.,As gemas são amarelas.
I know who my enemy is.,Sei quem é meu inimigo.
F in hexadecimal is equal to 15.,F é igual a 15 no sistema hexadecimal de numeração.
"If you want to master a foreign language, you must study as much as possible.","Se quisermos dominar uma língua estrangeira, deveremos estudar o máximo possível."
"I want to go with you, but I'm broke.","Quero ir com você, mas estou duro."
Would you like to travel to the United States?,Você gostaria de viajar aos Estados Unidos?
It's our duty to always obey the law.,É nosso dever sempre obedecer a lei.
He's enamored of the idea of becoming a rock star.,Ele está apaixonado pela ideia de se tornar uma estrela do rock.
Mothers used to tell their sons that if they masturbated they would go blind.,As mães costumavam dizer aos seus filhos que ficariam cegos se eles se masturbassem.
The body was burned beyond recognition.,O corpo estava tão queimado que não foi possível o reconhecimento.
The tornado left a trail of destruction in its wake.,O tornado deixou um trilho de destruição no seu caminho.
Why did you side with him instead of me?,Por que você ficou do lado dele ao invés do meu?
Have you ever had a heart attack?,Você já teve um ataque cardíaco?
He lives outside the city.,Ele mora fora da cidade.
Life is short.,A vida é curta.
Wait a minute.,Um momento...
Tomorrow I'm going to Paris.,Vou a Paris amanhã.
He asks me to be attentive.,Ele pede que eu esteja atento.
Be loved.,Sê amado.
I will stay home today.,"Hoje, eu estou em casa."
"Yuriko, a marine biology grad student, fell asleep inside a fish tank and awoke covered in octopuses and starfish.","Yuriko, uma estudante de pós-graduação em biologia marinha, adormeceu em um aquário e acordou coberta de polvos e estrelas marinhas."
Educational autism in the California school system apparently has looser criteria than the DSM-IV's series of autistic disorders.,"O ""Autismo educacional"" no sistema escolar da Califórnia aparentemente tem critérios menos rigorosos que nas séries DSM-IV de doenças autistas."
He couldn't fulfill the promise he made to his father.,Ele não pôde cumprir a promessa que fez ao pai dele.
I remember my childhood well.,Eu lembro bem a minha infância.
"Oh, hush!",Cala a boca!
Do you think such a thing is possible?,Você pensa que tal coisa é possível?
Einstein liked to play the violin.,Einstein gostava de tocar violino.
None of the flowers are made of plastic.,Nenhuma das flores é feita de plástico.
He doesn't know any one of us.,Ele não conhece nenhum de nós.
Although you can probably guess what's happening.,Embora provavelmente você possa adivinhar o que está acontecendo.
She hadn't given me her name.,Ela não me disse seu nome.
This has nothing to do with me.,Isso não tem nada a ver comigo.
Please don't turn up the volume on the television.,"Por favor, não aumente o volume da televisão."
"Regrettably, I cannot agree with you.","Eu lamento, mas não posso concordar."
All the elements of a data structure are public by default.,Todos os elementos de uma estrutura de dados são públicos por padrão.
Please tell me your opinion.,"Por favor, diga-me a sua opinião."
The city became popular thanks to the amusement park constructed last year.,A cidade se tornou popular graças ao parque de diversões construído no ano passado.
That tie really suits you.,Essa gravata cai muito bem em você.
Don't worry about me; hell is where all the interesting people go.,Não se preocupe comigo; o inferno é aonde todas as pessoas interessantes vão.
Let's play at that beach.,Vamos brincar na praia.
Bill and John like to get together once a month to chat.,Bill e John gostam de se encontrar uma vez por mês para conversar.
"If a triangle has two right angles, it's a square missing one side.","Se um triângulo tem dois ângulos retos, ele é um quadrado com um lado a menos."
I wanted to buy the book.,Eu queria comprar o livro.
"In a democracy, it is important for journalism to be independent.","Em uma democracia, é importante que a imprensa seja independente."
You can use English at most hotels around the world.,Você pode usar a língua inglesa na maior parte dos hotéis do mundo.
The library is in the center of the city.,A biblioteca está no meio da cidade.
Tastes are diverse.,Gostos são variados.
There is no accounting for taste.,Gosto não se discute.
Pharamp cut the cake in half.,Pharamp dividiu o bolo em dois pedaços.
She's passed an English exam.,Ela passou num teste de inglês.
Open your book to page ten.,Abra seu livro na página dez.
Whoa! Where did that come from?,Opa! De onde isso veio?
That was really interesting.,Isso foi mesmo muito interessante.
"How may I help you today, sir?","Como posso ajudá-lo hoje, senhor?"
Good luck on the test!,Boa sorte no teste!
"When he heard the whistle, he crossed the street.","Ao ouvir o assovio, ele cruzou a estrada."
What time are you used to going to bed?,Normalmente você vai dormir de que horas?
Water is not coming out of the shower.,Não está saindo água do chuveiro.
A language is a key to the heart of millions.,Uma língua é a chave para o coração de milhões.
The rose is a flower and the dove is a bird.,A rosa é uma flor e a pomba é uma ave.
I'll call him.,Eu vou ligar para ele.
The Black Forest cake is a natural aphrodisiac.,O bolo floresta negra é um afrodisíaco natural.
The Black Forest gateau is a natural aphrodisiac.,O bolo Floresta Negra é um afrodisíaco natural.
This fact proves her innocence.,Este fato prova a inocência dela.
"Forget the old saw: some men are, in fact, islands.","Esqueça o velho ditado: alguns homens são, de fato, ilhas."
Do you like this flower?,Você gosta dessa flor?
He's the type of guy who doesn't take women very seriously.,Ele é o tipo de cara que não leva as mulheres muito a sério.
He loves to fish.,Ele adora pescar.
She loves to fish.,Ela adora pescar.
Can you solve this problem?,Você consegue resolver esse problema?
You can't breathe here.,Não dá para respirar aqui.
I'll stay at home today.,Vou ficar em casa hoje.
My doctor has advised me to stop taking this medicine.,Meu médico aconselhou que eu parasse de tomar esse remédio.
Where is he?,Cadê ele?
I'm travelling to Paris tomorrow.,Viajarei para Paris amanhã.
After three full days of interviews we've narrowed it down to two candidates.,"Depois de três dias inteiros de entrevistas, nós chegamos a dois candidatos."
"Yesterday, I ate an apple.",Ontem eu comi uma maçã.
I couldn't understand a thing from what he said.,Não consegui entender nada do que ele disse.
I'm about to go out.,Estou de saída.
The concert lasted about three hours.,O show durou aproximadamente três horas.
I saw the dog.,Eu vi o cachorro.
I'm 18 years old.,Eu tenho 18 anos.
The doctor's treatment has only aggravated my husband's condition.,O tratamento do médico só piorou as condições do meu marido.
Who do you live with?,Com quem você mora?
He is responsible for it.,Ele é responsável por isso.
What is this thing used for?,Para que se usa isto?
I have done it.,Eu o fiz.
She got married at the age of 17.,Ela se casou aos 17 anos.
I bought a few stamps.,Comprei alguns selos.
"If you make a mess, clean it up.","Se fizer bagunça, limpe-a."
Don't come complaining to me when it bites you.,Não venha reclamar comigo quando ele te morder.
Reality has one problem - it is always honest.,A realidade tem um problema: ela é sempre honesta.
Don't be afraid to make a mistake.,Não tenha medo de errar.
It's not graffiti; it's Banksy!,Não é grafite; é Banksy!
Spanish inflects; Japanese conjugates; German declines.,O espanhol flexiona; o japonês conjuga; o alemão declina.
"From then on, he made it a rule to put T-shirts only on mammals.","Dali em diante, ele fez questão de colocar camisetas apenas em mamíferos."
"In a cruelly ironic twist of fate, someday Tatoeba will make an example of us all.","Numa virada do destino cruelmente irônica, um dia o Tatoeba fará um exemplo de todos nós."
The level of unbridled misogyny at the barbershop made me feel as if I had stepped back in time.,O nível de misoginia na barbearia fez com que eu me sentisse como se estivesse voltado no tempo.
We need you to confirm your attendance because places are limited.,Nós precisamos confirmar sua presença pois as vagas são limitadas.
I have no plans whatsoever.,Eu não tenho plano algum.
Why don't we ask for his advice?,Por que não pedimos seu conselho?
I don't like the substitute teacher.,Não gosto do professor substituto.
I would like to see my father.,Gostaria de ver o meu pai.
I like sashimi.,Eu gosto de sashimi.
He believes everything that I say.,Ele acredita em tudo o que eu digo.
I cannot afford buying a used car.,Não dou conta de comprar um carro usado.
He lived until the age of 90.,Ele viveu até a idade dos noventa.
The new film was a great success.,O novo filme foi um grande sucesso.
I was happy for her unexpected visit.,Fiquei feliz com a visita inesperada dela.
I will never tell it to anybody.,Eu nunca vou contar a ninguém.
It was urgent.,Era urgente.
The train is 30 minutes late.,O trem está atrasado 30 minutos.
You can't bribe that judge.,Você não pode subornar aquele juiz.
"More coffee, please.","Mais café, por favor."
What is the most beautiful place in the world?,Qual o lugar mais bonito do mundo?‎
Why don't you go in my place?,Por que você não vai em meu lugar?
I'm holding a book.,Estou segurando um livro.
The train is leaving soon.,O trem parte em breve.
The train is arriving soon.,O trem vai chegar logo.
I'm interested in music.,Eu me interesso por música.
He attributes his poverty to bad luck.,Ele atribui sua pobreza ao azar.
Colorless green ideas sleep furiously.,Ideias verdes incolores dormem furiosamente.
The King of France is bald.,O rei da França é careca.
Call a taxicab to take us.,Chame um táxi para nos pegar.
The beggar rattled a few meager coins in his tin can.,O mendigo chacoalhou umas poucas moedas em sua latinha.
It's a very urgent matter.,É um assunto muito urgente.
When was this novel published?,Quando foi publicado este romance?
"I'm gay, so?","Sou gay, e daí?"
Maybe tonight I'm going to my younger sister's house.,Talvez esta noite eu vá à casa de minha irmã caçula.
One must be careful about free advice.,É preciso ter cuidado com conselhos grátis.
"In Esperanto an adjective ends in ""a."" The plural is formed by adding ""j.""","Em Esperanto um adjetivo termina com a. O plural é formado pelo acréscimo de ""j""."
That word is of Greek origin.,Essa palavra vem do grego.
"Ah, the coffee is really hot!","Ai, o café está muito quente!"
My wife hates cats.,Minha esposa odeia gatos.
I didn't know he had a weak heart.,Eu não sabia que ele tinha o coração fraco.
I remember how he used to be.,Eu lembro como ele era.
London is among the world's largest cities.,Londres está entre as maiores cidades do mundo.
The party took place in a big room.,A festa foi numa grande sala.
Prices continue to climb.,Os preços continuam a subir.
Our son died in the war.,Nosso filho morreu na guerra.
I'd rather drink coffee than tea.,Eu gosto mais de café do que de chá.
This is new.,Isso é novo.
I love to travel.,Eu amo viajar.
I have a new bicycle.,Tenho uma bicicleta nova.
My mother is in the kitchen.,Minha mãe está na cozinha.
There are many different people in Europe.,Há gente de todo tipo na Europa.
He asked for a lot of money.,Ele pediu muito dinheiro.
It's hot in Kyoto in the summer.,É quente em Quioto no verão.
I don't speak English as fluidly as Naomi does.,Eu não falo inglês tão fluentemente quanto Naomi.
I think he's angry.,Acho que ele está bravo.
"We don't like our neighbors, and they don't like us, either.",Não gostamos dos nossos vizinhos e tampouco eles gostam de nós.
What's today's menu?,Qual o cardápio de hoje?
I don't have much collaborative spirit.,Não tenho muito espírito colaborativo.
I'd like to be a millionaire.,Eu gostaria de ser milionário.
"During the Middle Ages, honor was fundamental to the life of the free man and of the Christian man.","Durante a Idade Média, a honra era fundamental à vida de um homem livre e de um cristão."
Tell me what movies you guys have seen.,Digam-me qual filme vocês viram.
The author is Brazilian.,O autor é brasileiro.
"English is pretty hard, isn't it?","Inglês é muito difícil, não é?"
Shall we go together?,Vamos juntos?
Do you speak Esperanto?,Você fala esperanto?
For very long?,Por muito tempo?
Fifteen more minutes and I'll be out of here.,Mais quinze minutos e eu estarei fora daqui.
It's a pretty house.,É uma bela casa.
Why do you use Tatoeba?,Por que você usa o Tatoeba?
You would have to practice the violin every day.,Você precisaria praticar violino todo dia.
Your daughter isn't a girl anymore.,Sua filha já não é uma garota.
I cry every time I hear this song.,Eu choro toda vez que escuto essa música.
"I'm sorry, but I have to go to the gym.","Sinto muito, mas tenho de ir ao ginásio."
Or are there photographs so obscene that you can't publish them?,Ou há fotografias tão obscenas que você não pode publicá-las?
Through which city does the Mississippi River pass?,Por qual cidade passa o Rio Mississípi?
We'll have to celebrate the winter solstice.,Teremos que comemorar o solstício de inverno.
Let's put the Christmas tree here.,Vamos colocar a árvore de Natal aqui.
How many sisters do they have?,Quantas irmãs eles têm?
Even science is not an exact science.,Até a ciência não é uma ciência exata.
This towel is rough to the touch.,Esta toalha é áspera ao toque.
There was nobody in the room.,Não havia ninguém no quarto.
I usually take a bath at night.,Eu geralmente tomo banho à noite.
There are no chairs in this room.,Não há cadeiras nesta sala.
I'm speaking with my student.,Estou falando com meu aluno.
Come when you have some time.,"Quando tiver tempo, venha."
Mom and Dad gave me a bicycle.,Mamãe e papai me deram uma bicicleta.
Do you like this garden?,Você gosta desse jardim?
Paris is one of the cities I visited last year.,Paris é uma das cidades que eu visitei no ano passado.
I love practical jokes.,Eu amo pegadinhas.
"For what you have written, your reaction is not justified in any manner, and I imagine it can make your life impossible.","Pelo que você escreveu, sua reação não está justificada de maneira alguma, e imagino que isso possa tornar sua vida impossível."
What countries formed the Axis Powers in World War II?,Quais países formavam as Potências do Eixo na Segunda Guerra Mundial?
In what continent is the Nile River?,Em que continente fica o rio Nilo?
Where is the highest point on earth?,Onde fica o ponto mais alto da Terra?
Where are you coming from?,De onde você vem?
Religion is the opiate of the masses.,A religião é o ópio do povo.
"If there's no solution, it's because there's no problem.","Se não há solução, é por que não há problema."
This sentence isn't very interesting out of context.,Essa sentença não é muito interessante fora de contexto.
"The capital of Ecuador is Quito, in the mountainous province of Pichincha.","A capital do Equador é Quito, na província montanhosa de Pichincha."
"There are over 800,000 Basque speakers in the world.",Há mais de 800.000 falantes de basco no mundo.
Do you really think we'll get it?,Você acha mesmo que a gente vai conseguir?
I am in favor of a German orthographic reform.,Eu sou a favor de uma reforma ortográfica na língua alemã.
I have to meet him.,Eu tenho que encontrá-lo.
We're neighbors.,Somos vizinhos.
They watched me in silence.,Observavam-me em silêncio.
Would you like to contribute to the program?,Você deseja contribuir com o programa?
100 euros for the whole day.,Cem euros para o dia todo.
40 dollars for seven days.,Quarenta dólares para sete dias.
Is this price acceptable?,O preço é aceitável?
Will you come with me to the store?,Você irá comigo à loja?
Where can I do some shopping?,Onde posso fazer algumas compras?
Where can you find the closest store?,Onde se encontra a loja mais próxima?
How much should I pay?,Quanto eu deveria pagar?
What do you want to buy?,O que você quer comprar?
The store also opens at night.,A loja também abre à noite.
It's a quarter to three.,São quinze para as três.
See you at five.,Nos vemos às cinco.
He'll come at noon.,Ele virá ao meio dia.
Today is March 5th.,Hoje é cinco de março.
What is your date of birth?,Qual é sua data de nascimento?
Shit! You scared me half to death!,Merda! Você quase me matou de susto!
"You're mistaken. He plays bass, not trombone.","Você está enganado. Ele toca baixo, não trombone."
"That man has hit bottom: his wife has left him, he's lost his job, and he's an alcoholic. The worst is that I know him--he used to be my boss five years ago.","Esse homem chegou ao fundo do poço: sua mulher o deixou, ele perdeu o emprego e virou um alcoólatra. E pior que eu o conheço—ele era meu chefe há cinco anos atrás."
Listen! They're playing my favorite music.,Ouça! Eles estão tocando minha música favorita!
The boy stayed quiet.,O menino ficou em silêncio.
What do you have to eat today?,O que você tem para comer hoje?
No one knew it.,Ninguém sabia.
No one said anything to me.,Ninguém me disse nada.
Let's start at the beginning.,Vamos começar pelo começo.
I can't speak that fast.,Não consigo falar tão rápido.
"The sky today is blue, without a cloud.","Hoje o céu está azul, sem uma única nuvem."
I met him when I was a student.,Conheci-o quando era estudante.
The island is situated five kilometers off the coast.,A ilha está situada a cinco quilômetros da costa.
Tatoeba is a language dictionary.,Tatoeba é um dicionário de idiomas.
"You can search words, and get translations. But it's not exactly a typical dictionary.",Você pode procurar palavras e ver as traduções. Mas ele não é como um dicionário comum.
It's all about sentences. Not words.,"Ele é um dicionário de frases, não palavras."
You can search sentences containing a certain word and get translations for these sentences.,Você pode procurar sentenças contendo uma certa palavra e ver traduções dessas sentenças.
"Why sentences? …you may ask. Well, because sentences are more interesting.","Por que sentenças?, você pode perguntar. Bem, porque elas são mais interessantes."
"Sentences bring context to the words. Sentences have personalities. They can be funny, smart, silly, insightful, touching, hurtful.","Sentenças dão um contexto às palavras. Elas têm personalidade. Elas podem ser engraçadas, inteligentes, inspiradoras, bobas, tocantes, ofensivas."
Sentences can teach us a lot. And a lot more than just words.,"As frases podem nos ensinar muita coisa, bem mais do que palavras soltas."
"So we love sentences. But, even more, we love languages.",Então nós amamos sentenças. Porém nós amamos línguas ainda mais.
And what we really want is to have many sentences in many — and any — languages.,E o que nós realmente queremos é ter muitas e muitas sentenças em muitas (e em quaisquer) línguas.
"This is why Tatoeba is multilingual. But not that kind of multilingual. Not the kind where languages are simply being paired up together, and where some pairs are left behind.",É por isso que o Tatoeba é multilíngue. Mas não é um tipo comum. Não é o tipo no qual as línguas simplesmente formam pares e onde alguns pares são esquecidos.
Tatoeba is really multilingual. All the languages are interconnected.,O Tatoeba é realmente multilíngue. Todas as línguas são interconectadas.
"If an Icelandic sentence has a translation in English, and the English sentence has a translation in Swahili, then indirectly, this will provide a Swahili translation for the Icelandic sentence.","Se uma frase em islandês tem uma tradução em inglês e essa frase inglesa tem uma tradução em suaíli, então, indiretamente, teremos uma tradução suaíli para a frase islandesa."
"Languages that would have never found themselves together in a traditional system, can be connected in Tatoeba.",Idiomas que não poderiam nunca ser encontrados juntos em um sistema tradicional podem estar conectados no Tatoeba.
But where do we get those sentences? And how do we translate them?,Mas onde conseguimos essas sentenças? E como nós as traduzimos?
"Obviously, this cannot be the work of one person. This is why Tatoeba is collaborative.",É claro que isso não pode ser feito por apenas uma pessoa. E é por isso que o Tatoeba é colaborativo.
Everyone is free to contribute.,Todo mundo pode colaborar.
And everyone has the ability to contribute.,E todos têm habilidade para colaborar.
It doesn't require you to be a polyglot.,Não é necessário ser um poliglota.
Everyone speaks a language.,Todo mundo fala alguma língua.
Everyone can feed the database to illustrate new vocabulary.,Todos podem alimentar o banco de dados para ilustrar novo vocabulário.
"Everyone can help ensure that sentences sound correct, and are correctly spelled.",Todos podem ajudar a garantir que as frases pareçam naturais e sejam escritas corretamente.
So that's Tatoeba.,"Então, Tatoeba é isso aí."
"That's awesome, right?","Incrível, né?"
It's a hard question.,É uma pergunta difícil.
This is the most beautiful ostrich I've ever seen.,Este é o avestruz mais bonito que eu já vi.
He bought a thimble.,Ele comprou um dedal.
